Lens ID,Title,Date Published,Publication Year,Publication Type,Source Title,ISSNs,Publisher,Source Country,Author/s,Abstract,Volume,Issue Number,Start Page,End Page,Fields of Study,Keywords,MeSH Terms,Chemicals,Funding,Source URLs,External URL,PMID,DOI,Microsoft Academic ID,PMCID,Citing Patents Count,References,Citing Works Count
159-476-166-060-151,Varia,,1942,journal article,Zeitschrift für Krebsforschung,01715216; 14321335,Springer Science and Business Media LLC,,null Tobler; null Dieter; null Kimmig,,52,S5,374,375,,,,,,,http://dx.doi.org/10.1007/bf01629997,,10.1007/bf01629997,,,0,,0
160-528-001-964-678,Sonstige Körperverletzungen. Gewaltsamer Tod,,1941,journal article,Deutsche Zeitschrift für die Gesamte Gerichtliche Medizin,09379827; 14371596,Springer Science and Business Media LLC,,null Schrader; null Franz; W. V. Beck; null Barth; null Nippe; null Schackwitz; B. Mueller; null Wagner; null Klauer; null Gerstel; null Schlittler; Rudolf Koch; null Siemens; Andreas Reuter; null Kresiment; Einar Sjövall; null Isola; null Camerer; null Tobler; Heinr Többen; null Reinhardt,,33,3,229,236,,,,,,,http://dx.doi.org/10.1007/bf01773669,,10.1007/bf01773669,,,0,,0
161-106-169-396-973,Allgemeine Therapie,,1931,journal article,Zeitschrift für Krebsforschung,03011585; 14321335,Springer Science and Business Media LLC,,null Collier; A. Fröhlich; A. Juhász-Schäffer; null Oberzimmer; K. Ullmann; null Tannenberg; Endre Makai; null Biedermann; null Tobler; Alb Simons; null Wassertrüdinger; null Goebel; null Lahm; null Fetscher,,34,5,183,196,,,,,,,http://dx.doi.org/10.1007/bf01627750,,10.1007/bf01627750,,,0,,0
161-688-447-544-941,Geographical coordinate computations.,,1964,,,,,,Waldo R. Tobler,,,,,,Algorithm; State Plane Coordinate System; 3D projection; Map projection; Computer science; Computation,,,,,https://deepblue.lib.umich.edu/handle/2027.42/7973,https://deepblue.lib.umich.edu/handle/2027.42/7973,,,177658317,,0,,1
162-557-895-941-496,PROJECTION PITFALLS,,1960,journal article,Annals of the Association of American Geographers,00045608; 14678306,Informa UK Limited,,Waldo R. Tobler,,50,1,58,58,,,,,,,http://dx.doi.org/10.1111/j.1467-8306.1960.tb00331.x,,10.1111/j.1467-8306.1960.tb00331.x,,,0,,0
163-429-195-977-72X,"MIGRATION: RAVENSTEIN, THORNTHWAITE, AND BEYOND",,1995,journal article,Urban Geography,02723638; 19382847,Informa UK Limited,United Kingdom,Waldo R. Tobler,"Over one hundred years have passed since Ernst Georg Ravenstein published his “Laws of Migration.” This paper addresses the question of how these laws have withstood the test of time. Ravenstein’s 1885 paper also includes a map of “Currents of Migration,” not mentioned in the text, which this article examines for its impacts on the study of migration. Warren Thornthwaite (1934) also compared migration to currents, but did not pursue this analogy in subsequent work. Others have used similar terminology, and examination of more recent migration studies suggests that they may yield new laws.",16,4,327,343,Positive economics; Sociology; Law; Population; Research methodology; Analogy; Terminology; Migration studies,,,,,https://dialnet.unirioja.es/servlet/articulo?codigo=4826954 http://cla.umn.edu/sites/cla.umn.edu/files/migration-_ravenstein_thorntwaite_and_beyond.pdf https://www.tandfonline.com/doi/abs/10.2747/0272-3638.16.4.327 https://www.researchgate.net/profile/Waldo_Tobler/publication/246827281_MIGRATION_RAVENSTEIN_THORNTHWAITE_AND_BEYOND/links/547f37400cf2d2200edebd0c.pdf,http://dx.doi.org/10.2747/0272-3638.16.4.327,,10.2747/0272-3638.16.4.327,2006931710,,0,007-145-329-042-751; 007-653-705-367-922; 013-407-151-308-640; 022-698-310-568-378; 023-383-343-372-670; 027-859-857-931-827; 036-542-924-003-600; 052-612-131-148-560; 056-477-432-521-388; 060-303-615-333-085; 061-658-366-138-367; 064-886-980-553-791; 067-280-518-231-71X; 072-399-498-005-932; 081-673-402-045-602; 084-838-933-534-693; 089-793-544-797-25X; 114-585-177-520-897; 130-957-218-738-070; 141-968-618-451-776; 143-371-508-470-440; 154-095-758-041-885,102
164-270-177-914-703,Pathologische Anatomie (Sektionstechnik) und Physiologie,,1942,journal article,Deutsche Zeitschrift für die Gesamte Gerichtliche Medizin,09379827; 14371596,Springer Science and Business Media LLC,,Ch. Krücke; null Zech; Hans Hanke; null Biondi; null Dumont; null Rosenfeld; null Meumann; null Iljin; null Merkel; W. Fischer; Einar Sjövall; null Gerstel; null Ratschow; null Walcher; null Wurm; H. Scholz; null Romberg; E. Illés; null Ramb; null Ruge; null Gerstel; null Welcker; null Tobler; Harald Boas; null Nohara; null Walcher; null Kresiment; null Weinig; null Neureiter,,36,S1,13,26,,,,,,,http://dx.doi.org/10.1007/bf01754303,,10.1007/bf01754303,,,0,,0
165-321-071-951-905,Einzelreferate und Buchbesprechungen,,1922,journal article,Klinische Wochenschrift,00232173; 14321440,Springer Science and Business Media LLC,,A. Pütter; null Martius; null Vogt; H. Hoffmann; null Tobler; Emil Neisskr; null Dessecker; null Nick; Emil Neisser; null Deusch; null Braun; null Herzfeld; null Eisner; null Fischer; null Seligmann; null Holzer; null Reckzeh; Emol Neisser; null Buschke; null Jaffé; null Weigert; null Altmann; null Engwer; null Meyer; null Simon; null Koenigsfeld; null Valentin; null Mendel; null Esch; null Jahnel; null Steiner; null Euler; null Dresel; null Goldmann,,1,35,1753,1760,,,,,,,http://dx.doi.org/10.1007/bf01712599,,10.1007/bf01712599,,,0,,0
168-815-982-732-462,Einzelreferate und Buchbesprechungen,,1924,journal article,Klinische Wochenschrift,00232173; 14321440,Springer Science and Business Media LLC,,null Gaupp; null Spielmeyer; null Fischer; null Christeller; null Eisner-Behrend; null Hayward; null Peiper; null Becker; null Meesmann; null Kleinschmidt; null Oppenheimer; null Griesbach; null Herzfeld; null Deusch; null Schrader; null Magnus-Alsleben; null Nonnenbruch; null Edens; null Schübel; null Frik; null Tobler; Emil Neisser; null Eckstein; null Weigert; v. Jaschke; null Flaskamp; null Dietrich; null Langer; null Finkenrath; null Buschke; null KÖllner; null Mendel; null Steindorff; null Esch; null Preuss; A. Gottstein,,3,15,642,648,,,,,,,http://dx.doi.org/10.1007/bf01846228,,10.1007/bf01846228,,,0,,0
171-962-638-657-57X,Einzelreferate und Buchbesprechungen,,1922,journal article,Klinische Wochenschrift,00232173; 14321440,Springer Science and Business Media LLC,,null Martius-Rostock; null Fischer; null Henning; null Lewin; null Rosenberg; null Oppenheimer; null Neisser; null Edens; null Deusch; null Dietlen; null Halberstaedter; null Griesbach; null Loewy; null Levinger; null Hellwig; null Zinn; null Simon; null Dessecker; null Schlesinger; null Fabian; null Schiff; null Göpppert; null Friedberg; null Freudenberg; null Esch; null Jonas; null Dietrich; null Tobler; null Juliusberg; null Engwer; null Igersheimer; null Gottstein; null Dresel; null Seligmann; null Gerbis,,1,3,138,145,,,,,,,http://dx.doi.org/10.1007/bf01721385,,10.1007/bf01721385,,,0,,0
172-823-522-887-345,"Knochen, Gelenke, Muskeln",,1942,journal article,Zeitschrift für Krebsforschung,03011585,Springer Verlag,Germany,null Maske; null Tobler; null Gebele; null Henze; H. Lossen; null Sunder-Plassmann; null Koch; null Stahnke; null Goebel; null Zwerg,,52,2,255,257,Gynecology; Medicine,,,,,https://link.springer.com/content/pdf/10.1007/BF01621429.pdf https://rd.springer.com/article/10.1007/BF01621393 https://link.springer.com/article/10.1007/BF01620503,https://rd.springer.com/article/10.1007/BF01621393,,,2048506042,,0,,1
173-418-191-660-601,Einzelreferate und Buchbesprechungen,,1924,journal article,Klinische Wochenschrift,00232173; 14321440,Springer Science and Business Media LLC,,Th. Ziehen; null Gollwitzer-Meier; null Koenigsfeld; null Gottschalk; null Hellwig; E. Melchior; null Tobler; C. Lewin; null Versé; null Heubner; null Oppenheimer; null Sperling; null Dietrich; null Frischen; null Edens; null Becker; null Christeller; null Schmieden; A. W. Fischer; null Deusch; null Schlesinger; null Magnus-Alsleben; null Rosenow; H. Hirschfeld; null Eckstein; null Griesbach; null Finkenrath; null Buschke; null Straus; null Schrader; null Langer; null Koch; null Simon; null Meyer; null Frischen; null Eisner; O. Wiener; Kurt Mendel; null Hellwig,,3,27,1232,1240,,,,,,,http://dx.doi.org/10.1007/bf01737615,,10.1007/bf01737615,,,0,,0
174-492-466-502-541,Ätiologie und Pathogenese,,1940,journal article,Zeitschrift für Krebsforschung,01715216; 14321335,Springer Science and Business Media LLC,,null Stelzer; null Werthemann; null Dykstra; null Tobler; null Krauspe; null Schairer; W. Dietrich; null Sponholz; null Böhmig,,49,1,10,14,,,,,,,http://dx.doi.org/10.1007/bf01621549,,10.1007/bf01621549,,,0,,0
174-731-515-098-545,A CLASSIFICATION OF MAP PROJECTIONS1,,1962,journal article,Annals of the Association of American Geographers,00045608; 14678306,Informa UK Limited,United Kingdom,Waldo R. Tobler,"THE desire for a classification of map projections stems from the fact that an infinite number of distinct projections are possible. Hence, the fundamental problem in classifying map projections is the partitioning of this infinite set into a comprehensible and useful finite number of all-inclusive and preferably non-overlapping classes. Several classifications of map projections are to be found in the cartographic literature. The advantages and disadvantages of each, of course, depend on the purpose, just as the properties by which classes are to be distinguished depend on the purpose. The classification based on geometric models (perspectivities) separating projections into conic, cylindric, planar, polyconic, polycylindric, etc., is convenient and is often used. The major shortcoming of this system is that it is not allinclusive. Another most important method of classification, based on the preservation of certain geometric properties of the surface of the referent object, separates the conformal projections from the equal-area projections, leaving a third class which is neither. Preservation of additional properties yields further classes; e.g., geodesic maps (for the sphere there is the gnomonic projection and all linear transforms thereof), azimuthal projections, equidistant projections (including polar isometries such as the azimuthal equidistant), and many more. In fact, Felix Klein, the German mathematician, defined a geometry as the study of properties preserved by a particular group of transformations. From this point of view, a classification according to properties preserved is the very essence of geometry. Thus one has projective transformations and projective geometry, affine transformations and affine geometry, Euclidean",52,2,167,175,Conic section; Euclidean geometry; Geodesic; Map projection; Projective geometry; Pure mathematics; Gnomonic projection; Affine geometry; Mathematics; Affine transformation,,,,,https://www.tandfonline.com/doi/abs/10.1111/j.1467-8306.1962.tb00403.x https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1467-8306.1962.tb00403.x http://onlinelibrary.wiley.com/doi/10.1111/j.1467-8306.1962.tb00403.x/abstract,http://dx.doi.org/10.1111/j.1467-8306.1962.tb00403.x,,10.1111/j.1467-8306.1962.tb00403.x,2083178435,,0,,41
176-660-798-102-336,Three World Maps on a Moebius Strip,,1991,journal article,Cartography and Geographic Information Systems,10509844,Informa UK Limited,United States,Mark P. Kumler; Waldo R. Tobler,"(1991). Three World Maps on a Moebius Strip. Cartography and Geographic Information Systems: Vol. 18, No. 4, pp. 275-276.",18,4,275,276,Möbius strip; Geography; Geographic information system; Cartography,,,,,https://www.tandfonline.com/doi/abs/10.1559/152304091783786781,http://dx.doi.org/10.1559/152304091783786781,,10.1559/152304091783786781,2066639239,,0,,15
178-292-365-853-35X,"Mundhöhle, Speiseröhre",1942-05-01,1942,journal article,Journal of Cancer Research and Clinical Oncology,01715216; 14321335,Springer Science and Business Media LLC,,Arthur Hintze; null Tobler; Th. Naegeli,,52,S3,193,199,,,,,,,http://dx.doi.org/10.1007/bf01639572,,10.1007/bf01639572,,,0,,0
178-743-505-750-10X,Newer infant diseases.,1947-05-21,1947,journal article,Praxis,03698394,De la Salle University,Philippines,W Tobler,,36,21,380,,Intensive care medicine; Disease; MEDLINE; Medicine,INFANTS/diseases,"Disease; Humans; Infant; Infant, Newborn",,,https://pubmed.ncbi.nlm.nih.gov/20246709/ https://www.ncbi.nlm.nih.gov/pubmed/20246709,https://www.ncbi.nlm.nih.gov/pubmed/20246709,20246709,,3090644444,,0,,0
179-411-265-604-095,Einzelreferate und Buchbesprechungen,,1922,journal article,Klinische Wochenschrift,00232173; 14321440,Springer Science and Business Media LLC,,null Asher; null Poll; null Rosenow; null Dietlen; null Hellwig; null Reiss; null Koenigsfeld; null Loewy-Hattendorf; null Weigert; null Oppenheimer; null Neisser; null Braun; null Seligmann; null Eisner-Behrend; null Goldstein; null Schmitz; null Edens; null Friedberg; null Lewinger; null Nick; null Lichtenberg; null Jonas; null Dietrich; null Halberstaedter; null Tobler; null Jadassohn; null Juliusberg; null Engwer; null Bruschke; null Glaserfeld; null Simon; null Mendel; null Jahnel; null Kretschmer; null Steiner; null Hoffa; null Schönberg; null Stier,,1,9,435,443,,,,,,,http://dx.doi.org/10.1007/bf01743422,,10.1007/bf01743422,,,0,,0
180-600-335-331-845,Einzelreferate und Buchbesprechungen,,1927,journal article,Klinische Wochenschrift,00232173; 14321440,Springer Science and Business Media LLC,,null Finkelstein; A. Gottstein; R. Rössle; null Tobler; A. W. Fischer; null Steindorft; null Lewy; null Versé; null Koenigsfeld; null Oppenheimer; null Bernhardt; K. Hirschfeld; null Herzfeld; null Eckstein; null Weigert; null Eisner-Behrend; null Edens; null Magnus-Alsleben; null Koch; null Grassheim; W. A. Fischer; null Sperling; null Peiper; null Schübel; null Mendel; null Janssen; W. Israel; null v. Jaschke; null Dietrich; null Jonas; null Flaskamp; A. G. Rost; Max Jessner; null Becker; Erich Langer; null Warsow; null Finkenrath; null Buschke; null Menger; null Meyer; null Valentin; null Simon; null Heymann; null Holthusen; G. Strassmann,,6,50,2393,2403,,,,,,,http://dx.doi.org/10.1007/bf01737728,,10.1007/bf01737728,,,0,,0
187-748-100-911-605,Einzelreferate und Buchbesprechungen,,1923,journal article,Klinische Wochenschrift,00232173; 14321440,Springer Science and Business Media LLC,,W. Körte; null Schiff; null Dietirch; null Schmitz; null Herzfeld; Emil Neisser; A. W. Fischer; null Ulrici; null Weigert; null Freudenberg; Emil Neisser; null Tobler; null Deusch; null Dietlen; null Magnus-Alsleben; null Edens; null Hellwig; null Oppenheimer; H. Hirschfeld; null Rosenow; null Griesbach; null Israel; V. Lichtenberg; null Eisner; null Weigert; null Jonas; null Schrader; null Eckstein; null Kuhn; null Steiner; null Meesmann; null Goldstein; null Friedemann; null Braun; null Preuss; null Sturmann; null Vogel; null Esch,,2,25,1180,1189,,,,,,,http://dx.doi.org/10.1007/bf01726145,,10.1007/bf01726145,,,0,,0
190-739-459-307-205,Einzelreferate und Buchbesprechungen,,1926,journal article,Klinische Wochenschrift,00232173; 14321440,Springer Science and Business Media LLC,,null Diepgen; null Kisskalt; G. Sticker; Eduard Müller; null His; W. Fischer; null Christeller; K. Hirschfeld; null Tobler; null Peiper; null Moro; null Magnus-Alsleben; null Oppenheimer; A. W. Fischer; null Jonas; null Schrader; null Weigert; null Dietrich; G. A. Rost; null Buschke; null Heyn; null Finkenrath; null Eisner-Behrend; Erich Langer; null Meyer; null Versé; null Valentin; null Koenigsfeld; null Hrezfeld; null Kehrer; O. Wiener; null Mendel; null Straus; H. Curschmann; null Goldstein,,5,11,472,478,,,,,,,http://dx.doi.org/10.1007/bf01734331,,10.1007/bf01734331,,,0,,0
191-535-001-335-337,Einzelreferate und Buchbesprechungen,,1922,journal article,Klinische Wochenschrift,00232173; 14321440,Springer Science and Business Media LLC,,null Holländer; null Rona; null Jacoby; null Griesebach; Erich Meyer; null Koenigsfeld; null Flury; null Oppenheimer; null Nonnenbruch; null Jaffe; null Lipschitz; null Simon; null Dietlen; null Frik; null Rosenow; null Hayward; null Hellwig; null Peiper; null Rosenberg; null Neisser; null Nick; null Lichtenberg; null Langstein; null Friedberg; null Hirschfeld; null Weigert; null Schrader; null Dietrich; null Jonas; null Tobler; null Jaffé; null Glaserfeld; null Zuntz; null Engwer; null Juliusberg; null Brücener; null Meesmann; null Steindorff; null Igersheimer; null Kobrak; null Sturmann; null Euler,,1,7,335,342,,,,,,,http://dx.doi.org/10.1007/bf01729827,,10.1007/bf01729827,,,0,,0
